,gene_length
AT5G26594,973.0
AT3G19010,1815.0
AT3G60770,1591.0
AT2G34050,1768.0
AT2G45330,1944.0
AT2G11980,1286.0
AT3G26170,1953.0
AT3G55880,2458.0
AT2G02360,1471.0
AT3G33185,1326.0
AT2G04130,1819.0
AT3G10230,1964.0
AT3G43546,6419.0
AT1G59560,2245.0
AT4G23530,1937.0
AT3G12955,738.0
AT1G70870,544.0
AT2G31220,2000.5
AT1G15300,2877.0
AT3G46510,3167.0
AT1G19190,1155.0
AT3G01370,4772.0
AT1G65032,986.0
AT5G20920,2394.0
AT2G04580,1152.0
AT5G53260,1013.0
AT3G12610,1673.0
AT3G22183,243.0
AT1G55730,3533.0
AT4G21220,2310.0
AT4G38870,1563.0
AT3G22337,608.0
AT1G37012,1018.0
AT2G28270,997.0
AT4G02220,2918.0
AT1G77240,1832.0
AT3G01326,507.0
AT1G11710,2646.0
AT1G55700,2050.0
AT2G17660,568.0
AT4G17520,2296.0
AT4G39510,2014.0
AT2G31450,3074.0
AT4G13290,2853.0
AT5G54630,2193.0
AT3G23620,2198.0
AT4G06539,2673.0
AT5G17280,597.0
AT4G15100,3791.0
AT5G15400,5765.0
AT2G16990,5172.0
AT1G19260,2310.0
AT5G59900,2805.0
AT1G33670,1446.0
AT4G04150,1339.0
AT5G32420,606.0
AT5G18850,898.0
AT1G70120,677.0
AT2G10760,4079.0
AT4G02700,4629.0
AT4G28930,581.0
AT5G27882,1620.0
AT3G26760,1717.0
AT1G74130,2399.5
AT2G33880,2399.5
AT3G63050,791.0
AT3G09130,1194.0
AT4G04614,1146.0
AT4G01320,3587.0
AT5G04800,1378.5
AT5G18190,5053.0
AT2G28100,1938.0
AT1G21313,522.0
AT4G03565,988.0
AT3G16920,1484.0
AT3G42190,6143.0
AT4G16060,1952.0
AT1G64890,1952.0
AT2G46450,3047.5
AT1G36035,5055.0
AT5G62470,2009.5
AT4G01480,1924.5
AT4G06536,798.0
AT3G51460,4920.0
AT4G30440,1895.0
AT5G33290,3867.0
AT4G13610,6210.0
AT5G02210,622.0
AT3G45660,2335.0
AT4G11570,1832.5
AT4G14830,1251.0
AT1G21722,909.0
AT5G64110,1994.0
AT3G44261,129.0
AT5G08490,4651.0
AT1G05005,1009.0
AT1G30925,2393.0
AT3G53430,1208.0
AT5G46260,4805.0
AT1G11570,772.0
AT2G44270,2427.0
AT3G19020,3371.5
AT1G53820,933.0
AT5G46300,1202.0
AT2G29210,4353.0
AT3G42721,3883.0
AT4G09370,2431.0
AT1G03610,2339.0
AT4G11100,1574.0
AT3G10390,3262.5
AT5G62330,714.0
AT1G48310,5079.0
AT1G16830,1994.0
AT2G23830,1247.0
AT4G23070,1528.0
AT2G47110,711.0
AT3G43080,2726.0
AT1G50280,2664.5
AT3G54010,4401.0
AT5G53020,3993.0
AT5G11610,2791.0
AT5G33432,736.0
AT1G15165,2395.0
AT1G75470,1247.0
AT1G50190,2571.0
AT4G12617,384.0
AT1G05690,2625.0
AT5G16390,2415.0
AT5G01270,4722.0
AT1G80680,4999.0
AT2G03550,1486.0
AT1G06650,1587.0
AT1G14400,1925.0
AT3G44550,3933.5
AT4G38990,2024.5
AT5G53000,2726.0
AT1G23090,4310.0
AT3G42763,2847.0
AT4G14145,1431.0
AT5G16610,3584.0
AT2G07827,1850.0
AT2G01760,1795.0
AT5G28085,4098.0
AT5G64590,870.0
AT4G27652,684.0
AT2G10850,1020.0
AT4G14980,1792.0
AT4G19160,3029.0
AT5G43755,796.0
AT2G07774,885.0
AT2G17785,771.0
AT3G49030,1746.5
AT4G26701,649.0
AT1G26380,1832.0
AT1G32337,308.0
AT1G63130,2638.0
AT2G42640,5639.0
AT3G50190,2194.0
AT1G05780,1963.0
AT1G53580,2124.0
AT5G40750,1464.0
AT4G31240,2395.0
AT3G51610,2648.0
AT1G66380,1611.0
AT2G41105,827.0
AT2G27315,538.0
AT4G08080,2047.0
AT1G10680,5517.5
AT5G29054,102.0
AT3G49980,1247.0
AT4G28450,3306.0
AT4G16835,2081.0
AT1G43930,3005.0
AT1G55220,554.0
AT3G01100,3960.0
AT5G44250,2033.5
AT1G51660,2016.0
AT2G25800,4087.0
AT3G03060,3742.0
AT2G42510,2954.0
AT1G03350,1829.0
AT4G13250,2745.5
AT3G29265,711.0
AT5G67385,3228.0
AT4G08097,1837.0
AT1G37020,3008.0
AT5G61290,2288.0
AT1G54110,2469.0
AT3G25830,3629.0
AT5G34835,987.0
AT3G50755,480.0
AT5G32593,2985.0
AT3G42996,4326.0
AT4G30825,3118.0
AT3G28310,415.0
AT3G44264,1434.0
AT5G44120,2012.0
AT5G67620,1460.0
AT2G15710,2456.0
AT5G08060,2396.0
AT2G27035,968.0
AT1G05560,1988.0
AT1G43725,4033.0
AT1G69720,1715.0
AT5G17880,4355.0
AT3G12840,540.0
AT1G26320,2129.5
AT1G74490,2143.0
AT5G09530,1649.0
AT2G24535,922.0
AT1G55390,2268.0
AT5G38810,996.0
AT2G07773,1770.0
AT2G02470,2410.0
AT5G08610,3977.0
AT1G02140,1357.0
AT3G16470,2954.0
AT3G30360,541.0
AT5G31753,970.0
AT1G78270,1855.0
AT5G41870,1868.0
AT1G73110,2493.0
AT5G06390,3292.0
AT3G57010,1882.0
AT1G75125,748.0
AT3G11800,1753.0
AT5G50690,1555.0
AT4G01090,3374.0
AT1G40104,3942.0
AT3G23450,1899.5
AT5G35945,612.0
AT4G21140,1134.0
AT5G48840,1855.0
AT4G03810,3135.0
AT4G04180,3565.0
AT2G22440,1151.0
AT5G23940,3555.0
AT2G45650,2397.0
AT3G52510,995.0
AT5G53860,3575.0
AT1G72110,2430.5
AT4G35140,2954.0
AT5G20830,4497.0
AT2G38090,2514.0
AT3G03240,1977.0
AT2G39720,2297.5
AT5G38750,531.0
AT4G12260,663.0
AT5G10710,3911.0
AT2G33670,3205.0
AT5G60100,3435.0
AT3G52705,319.0
AT1G61190,4289.5
AT1G43723,1308.0
AT1G65650,2755.0
AT4G18280,972.0
AT3G63170,1508.0
AT1G22500,1425.0
AT2G43535,867.0
AT2G25297,625.5
AT3G20970,2147.0
AT3G13672,1320.5
AT3G22680,2876.0
AT4G23090,1009.5
AT1G28180,1533.0
AT4G08112,3027.0
AT4G29510,2380.0
AT5G31923,414.0
AT4G22830,1414.5
AT2G14620,1508.0
AT5G14880,3951.0
AT2G27700,2054.0
AT5G61070,3293.0
AT5G32482,1026.0
AT1G67320,3651.0
AT1G71720,2323.0
AT3G19540,2604.0
AT5G55380,1330.0
AT1G03400,1559.5
AT4G16024,406.0
AT2G05655,1965.0
AT1G34310,2973.0
AT1G26900,1870.0
AT2G44590,3414.0
AT3G31406,936.0
AT5G29465,3015.0
AT5G61910,4279.0
AT1G12350,2496.5
AT1G15960,4441.0
AT1G35260,939.0
AT3G46010,1540.5
AT1G24265,3459.0
AT1G52310,2920.0
AT4G30120,3193.5
AT1G79430,2014.5
AT5G16380,1404.0
AT1G62150,1942.0
AT4G31910,3036.0
AT1G55040,4316.0
AT5G06280,984.5
AT3G22540,758.0
AT3G52610,2269.0
AT5G19760,2749.0
AT5G65910,2069.0
AT1G06400,2285.0
AT2G04330,2693.0
AT3G17260,1761.0
AT1G05675,1634.0
AT2G21350,1082.0
AT1G69330,1857.0
AT2G06070,3197.0
AT1G35140,1253.0
AT5G10220,1963.0
AT1G34640,992.0
AT1G15830,1944.0
AT4G39280,4173.5
AT3G53170,2404.5
AT1G80920,1211.0
AT3G12460,1037.0
AT1G43890,1917.0
AT5G59870,867.0
AT1G32225,512.0
AT5G50680,2295.5
AT1G61080,4162.0
AT1G66970,3804.0
AT1G15930,1649.0
AT5G16960,1920.5
AT1G04180,1749.0
AT5G04280,3462.0
AT3G43370,949.0
AT4G19540,2278.0
AT4G35470,2971.5
AT5G17810,4328.0
AT5G62510,1263.0
AT1G68560,4075.0
AT1G24010,715.0
AT1G31000,1191.0
AT5G11740,1034.0
AT4G37150,1409.0
AT1G55230,1215.0
AT4G23810,1613.0
AT1G52910,1313.0
AT1G44075,267.0
AT3G49310,3332.0
AT5G44582,1109.0
AT1G14270,2374.0
AT5G24350,9791.0
AT3G48860,4857.0
AT3G09530,2528.0
AT4G08267,844.0
AT1G79770,1160.0
AT2G40670,1911.0
AT5G23970,1592.0
AT4G17200,1146.0
AT4G12450,1237.0
AT2G36240,1725.0
AT1G56590,2909.0
ATCG00580,252.0
AT5G42530,773.0
AT3G52490,3699.0
AT1G55490,3699.0
AT2G19480,2992.0
AT2G26180,1814.0
AT3G29330,1381.5
AT1G06620,1870.0
AT1G63500,3519.0
AT4G15480,1716.0
AT1G60460,3204.0
AT5G29031,465.0
AT3G55220,4496.0
AT2G24290,1573.0
AT1G63050,2479.0
AT5G32485,765.0
AT5G65230,1541.0
AT5G46320,825.0
AT5G57010,2604.0
AT1G65780,3931.0
AT5G33237,825.0
AT3G23640,8094.0
AT5G07670,2086.0
AT1G19920,2306.0
AT2G46340,5362.5
AT1G69940,1784.0
AT2G28190,2158.0
AT3G28216,240.0
AT1G49920,2763.0
AT4G23340,1357.5
AT5G18700,5885.0
AT3G66656,537.0
AT4G19300,1009.0
AT1G25141,718.0
AT5G28295,496.0
AT2G29045,736.0
AT3G61560,1629.0
AT5G50550,2371.0
AT1G51360,791.0
AT2G05915,450.0
AT3G11970,4501.0
AT4G13640,2077.0
AT4G02590,3002.0
AT5G17930,4488.0
AT4G29000,3554.0
AT4G06533,603.0
AT1G67148,737.0
AT1G61255,692.0
AT5G43240,2140.0
AT1G65250,1633.0
AT3G24900,2793.5
AT5G34905,425.0
AT5G07230,663.0
AT3G43123,519.0
AT1G13500,1381.0
AT1G50060,1540.0
AT1G18700,5963.0
AT2G03570,429.0
AT5G63375,448.0
AT5G11640,2213.0
AT1G61565,2521.0
AT2G22230,1694.0
AT1G12110,4379.0
AT3G62910,3077.0
AT3G59040,3020.5
AT4G30050,748.0
AT3G05200,1891.0
AT5G57100,2586.0
AT4G06548,3735.0
AT4G12320,3093.0
AT2G27810,4217.0
AT1G55535,2414.0
AT2G46375,568.0
AT2G03565,530.0
AT1G01730,1393.0
AT4G35620,2406.0
AT3G50100,2271.5
AT2G16835,468.0
AT1G10050,4575.0
AT3G58590,2544.0
AT5G43650,1667.0
AT5G43110,2096.0
AT3G04870,3704.0
AT5G55640,1071.0
AT2G46160,1575.0
AT1G47990,2444.0
AT2G24270,2995.5
AT4G26455,2249.0
AT1G29520,1191.0
AT5G16280,8562.0
AT5G15770,490.0
AT2G24140,1588.0
AT5G40855,237.0
AT3G17820,2395.0
AT1G73300,2765.0
AT1G66600,1224.0
AT2G31305,1122.0
AT1G14060,1185.0
AT1G55460,1721.0
AT4G08956,660.0
AT5G06650,782.0
AT1G71200,2405.5
AT3G18291,241.0
AT3G43955,4810.0
AT5G32616,2658.0
AT2G04010,2059.0
AT2G07483,661.0
AT3G42717,5742.0
AT5G34358,471.0
AT3G45673,183.0
AT4G02860,1922.0
AT2G18290,2024.0
AT5G16940,742.0
AT5G53450,3718.0
AT5G12280,1845.0
ATMG00980,378.0
AT2G19460,851.0
AT3G59360,5025.0
AT5G15500,1893.0
AT4G08038,735.0
AT1G57550,663.0
AT3G56380,1034.0
AT3G63200,1919.0
AT1G18220,138.0
AT4G34170,939.0
AT2G05070,1239.0
AT2G31953,645.0
AT3G56860,3594.0
AT1G19310,1471.0
AT5G49240,1418.0
AT3G57130,1865.5
AT3G06980,3740.0
AT2G10190,6574.0
AT3G33142,3721.0
AT2G46860,1659.0
AT5G25890,1937.0
AT5G03060,1549.0
AT2G32130,721.0
AT4G11790,3180.0
AT4G26180,2119.0
AT1G55803,1046.0
AT5G50600,2236.0
AT4G20490,3309.0
AT1G63390,507.0
AT1G55760,2183.0
AT5G01140,1547.0
AT5G61140,13566.5
AT1G21430,1342.0
AT2G24740,2268.0
AT3G42783,3462.0
AT5G03553,901.0
AT5G45350,1857.0
AT3G42471,3177.0
AT2G39375,2596.0
AT5G13030,3555.0
AT3G52740,945.0
AT3G16510,1522.0
AT4G01550,2567.0
AT4G32990,2700.5
AT5G39060,1897.0
AT5G66520,1958.0
AT3G57660,9387.0
AT5G20580,4248.5
AT3G15850,2585.0
AT1G23150,1070.0
AT1G30760,2421.5
AT5G06380,968.0
AT1G26610,2056.0
AT1G15110,3202.0
AT3G05165,4809.0
AT5G16760,1698.0
AT4G04440,2249.0
AT2G32280,1907.5
AT4G11510,459.0
AT5G52045,656.0
AT5G16570,3093.0
AT3G55920,1711.0
AT4G19305,459.0
AT3G26640,1696.0
AT2G30480,5648.0
AT1G02810,2442.0
AT5G33100,675.0
AT3G23440,1228.0
AT4G04260,1279.0
AT3G45220,1450.0
AT4G22756,2079.0
AT1G80530,2451.0
AT4G39250,932.0
AT1G05805,3291.0
AT5G43370,2151.0
AT5G05390,2358.0
AT5G58030,1844.0
AT5G14140,2445.0
AT5G59616,567.0
AT4G16535,2181.0
AT4G16500,1314.0
AT2G12060,2682.0
AT3G31905,2297.0
AT4G21750,5231.0
AT1G43810,354.0
AT3G58090,1963.0
AT5G18660,1591.0
AT3G45730,911.0
AT5G48130,2412.0
AT1G72100,1809.0
AT1G14660,4598.0
AT1G73805,4459.0
AT5G61510,1918.5
AT1G31814,2111.0
AT5G25140,2434.0
AT2G36255,583.0
AT4G12970,1231.0
AT3G60200,1677.0
AT5G27250,1342.0
AT3G21380,2506.0
AT5G12430,6709.0
AT1G35895,7348.0
AT4G06624,1860.0
AT1G01400,1522.0
AT5G37510,3301.5
AT3G57072,138.0
AT1G53610,325.0
AT1G71230,1977.5
AT2G11168,911.0
AT5G67190,1241.0
AT3G43860,3036.0
AT1G22990,1101.5
AT5G32002,4083.0
AT1G49410,1729.0
AT3G17320,1230.0
AT2G41375,607.0
AT5G10690,3511.0
AT1G35790,4920.0
AT3G47980,2787.0
AT3G50510,948.0
AT5G51300,3591.0
AT1G73885,845.0
AT2G12580,1215.0
AT4G30590,979.0
AT1G29070,1617.0
AT3G18230,2907.0
AT2G32960,3326.0
AT1G08660,2986.0
AT1G50980,1517.0
AT3G03150,2123.0
AT3G25650,584.0
AT5G29571,2737.0
AT2G05920,3138.0
AT1G69640,2109.0
AT3G57600,1145.0
AT3G33094,165.0
AT2G37290,5041.0
AT1G59833,378.0
AT5G65870,1331.0
AT5G32622,1818.0
AT1G59359,1630.0
AT5G64750,2440.0
AT3G29540,409.0
AT2G05140,969.0
AT5G11400,1446.0
AT4G17700,1424.0
AT5G35025,4078.0
AT4G11330,2358.0
AT4G37190,2616.5
AT1G12030,1860.0
AT2G35070,1594.0
AT1G50050,1974.0
AT3G58790,2991.5
AT1G28020,2269.0
AT3G51880,2192.0
AT1G32740,1420.0
AT3G12620,2406.0
AT3G29040,1446.0
AT2G30230,1119.0
AT4G35830,5526.5
AT1G05035,1134.0
AT3G18760,1993.5
AT2G43210,3017.0
AT5G15740,3201.0
AT1G53300,3491.0
AT4G07315,5189.0
AT3G07010,3995.5
AT2G45440,2280.0
AT4G13700,1739.0
AT4G07696,1276.0
AT1G44090,1871.0
AT1G65010,5205.0
AT3G59630,2915.0
AT4G04120,1404.0
AT5G35348,657.0
AT4G05220,797.0
AT5G34868,2451.0
AT5G12380,1520.0
AT1G47600,3036.0
AT4G26070,2376.0
AT3G10550,5732.0
AT3G42470,5193.0
AT4G16200,917.0
AT5G15240,2674.0
AT5G24880,1629.0
AT5G37050,1163.0
AT5G46770,848.0
AT3G55640,2975.5
AT3G55950,3126.0
AT2G35320,2050.0
AT3G30717,2799.0
AT2G43890,2348.0
AT3G59910,3079.5
AT1G01440,3326.0
AT2G32650,1036.5
AT3G17609,867.0
AT2G17440,2890.0
AT1G09920,2400.0
AT3G02975,352.0
AT5G28919,1739.0
AT1G34170,3218.0
AT2G41610,1083.0
AT5G51270,3742.0
AT1G29490,671.0
AT4G19330,1152.0
AT1G22275,5607.0
AT5G14900,906.0
AT3G42990,799.0
AT2G11166,576.0
AT1G16920,2163.0
AT4G30250,1873.0
AT4G30200,3919.5
AT2G33330,2721.0
AT1G67265,673.0
AT4G35733,1267.0
AT1G09995,1386.0
AT5G10540,10160.0
AT2G26300,4107.0
AT4G00120,1533.0
AT1G35250,2633.0
AT1G67310,4945.0
AT2G31970,8674.0
AT5G57520,1125.0
AT2G32760,3231.0
AT5G22740,5502.0
AT1G41810,741.0
AT1G78750,1981.0
AT4G35360,2773.0
AT1G30135,990.0
AT5G44330,1732.0
AT1G04850,3589.0
AT4G06696,1572.0
AT4G00430,2085.5
AT3G48235,2172.0
AT1G74550,1667.0
AT4G06576,1878.0
AT5G05520,2618.0
AT5G48350,1225.0
AT5G19410,1980.5
AT3G42420,6255.0
AT3G02830,2358.5
AT4G12870,1317.0
AT3G60280,1207.0
AT4G38980,1704.0
AT5G17200,1813.0
AT4G11547,838.5
AT5G30123,880.0
AT1G69730,2811.0
AT5G44990,1617.0
AT4G12470,865.0
AT1G42727,2475.0
AT1G57906,1384.0
AT3G02910,1108.0
AT2G39705,1468.0
AT5G11150,1872.0
AT3G10010,6599.0
AT1G39350,821.0
AT3G03460,1651.0
AT3G02530,4087.0
AT4G09440,534.0
AT5G65960,2100.0
AT3G07430,1302.0
AT2G38970,2976.0
AT4G25600,1986.0
AT3G07680,1680.0
AT4G07454,2598.0
AT5G42270,2820.0
AT2G24920,591.0
AT4G02640,2406.0
AT4G19830,1753.0
AT5G33380,553.0
AT3G51220,943.0
AT4G03660,750.0
AT4G18940,1238.0
AT3G23680,808.0
AT2G20550,1509.0
AT1G57790,1615.0
AT3G43566,5265.0
AT4G04245,1269.0
AT2G15360,394.0
AT1G53080,1065.0
AT2G15327,837.0
AT2G16370,3103.0
AT1G70720,866.5
AT1G59540,5537.0
AT3G13062,2783.0
AT3G18915,517.0
AT2G43200,2506.0
AT4G25220,2144.0
AT2G27250,783.0
AT4G02450,2159.5
AT3G22640,2218.0
AT2G22530,4849.0
AT5G03250,2578.5
AT5G28624,5808.0
AT3G03990,1659.0
AT5G41680,1663.0
AT1G42745,2037.0
AT3G08760,3093.0
AT2G44480,3421.0
AT2G03650,1175.0
AT4G30830,1920.5
AT5G32678,2796.0
ATCG00570,120.0
AT1G78355,605.0
AT4G34120,2212.0
AT1G51040,2662.0
AT4G39710,1822.0
AT1G64330,3317.0
AT5G37300,2971.0
AT2G16610,1464.0
AT5G06720,1624.0
AT2G03250,4751.5
AT2G06490,2286.0
AT5G26630,809.0
AT1G07750,2058.0
AT5G11380,3523.0
AT2G40790,1198.0
AT2G23290,1527.0
AT4G05320,1964.0
AT2G22420,1529.0
AT3G28960,2429.0
AT3G43810,2232.5
AT1G30850,1233.0
AT1G45229,2881.5
AT2G47000,5701.0
AT1G24938,2705.0
AT5G35510,1002.5
AT3G04150,1035.0
AT1G69100,1578.0
AT2G14190,1469.0
AT5G38760,873.0
AT3G10340,4148.0
AT5G22150,3443.5
AT2G45790,2344.0
AT5G64570,3674.0
AT2G22030,1152.0
AT5G53780,2160.0
AT3G30150,957.0
AT3G01340,1655.5
AT1G66410,1832.0
AT3G07810,3579.0
AT4G10380,4236.0
AT3G14160,2296.0
AT3G13210,2947.0
AT5G32406,1625.0
AT1G34850,264.0
AT5G39870,1441.5
AT1G10910,4353.0
AT2G17190,3846.0
AT3G53030,2359.0
AT4G27540,1243.5
AT4G10880,519.0
AT1G10520,3530.0
AT1G27045,1549.0
AT3G58875,941.0
AT1G34610,3720.0
AT4G03876,1176.0
AT4G26480,3448.0
AT2G24930,4057.0
AT3G25260,2563.0
AT5G53820,770.0
AT5G20700,1836.0
AT2G15320,1761.0
AT1G66570,2198.0
AT5G06490,1212.0
AT3G57760,1639.0
AT1G80090,1615.0
AT3G50900,1030.0
AT5G35067,466.0
AT5G15800,2875.5
AT2G07200,674.0
AT3G44130,1769.0
AT3G53090,5832.0
AT5G32563,3891.0
AT1G07780,2582.0
AT1G62840,1163.0
AT5G10950,2608.0
AT2G38195,3716.0
AT1G11590,2098.0
AT2G42830,3829.5
AT3G31367,2778.0
AT5G43270,3392.0
AT1G08970,1769.5
AT3G13910,711.5
AT5G17640,2382.0
AT3G45890,2790.0
AT2G39790,968.0
AT1G03290,4659.5
AT2G30950,2786.0
AT2G21970,985.0
AT5G60945,392.0
AT3G25950,1170.0
AT1G72390,6526.0
AT5G35140,1706.0
AT1G54960,4177.0
AT1G71360,2536.0
AT4G05170,1530.0
AT3G62310,2327.0
AT2G24100,2250.0
AT4G26420,1641.0
AT5G40060,4588.5
AT5G14260,3570.0
AT5G48440,2982.0
AT2G06440,4606.0
AT1G04840,2801.0
AT5G39890,1661.0
AT2G24030,1984.0
AT3G07690,2398.5
AT4G07795,1242.0
AT5G60030,1137.0
AT3G19553,2258.0
AT1G65070,3711.5
AT3G30660,234.0
AT5G12300,1741.0
AT2G19500,3152.0
AT3G43740,1661.0
AT5G19380,3844.0
AT3G14850,2056.5
AT5G56520,1458.0
AT5G37130,5407.0
AT3G24800,2512.0
AT1G76700,2850.0
AT1G72610,931.0
AT1G55175,1895.0
AT4G14970,8022.0
AT4G27654,515.0
AT1G63080,3243.0
AT2G20920,1624.0
AT4G22740,2170.0
AT2G45720,2119.0
AT3G51580,2622.5
AT2G13250,2804.0
AT4G09150,5189.5
AT3G62530,1177.0
AT2G14245,1352.0
AT3G27400,2976.5
AT3G48960,969.0
AT4G32570,2414.5
AT4G20707,899.0
AT5G39290,1186.0
AT1G18550,3147.0
AT3G14240,2977.0
AT2G40590,1565.0
AT3G15355,3289.0
AT3G45560,3045.0
AT2G27970,1275.0
AT1G74360,3986.0
AT2G01034,4924.0
AT5G32070,1886.0
AT5G26865,616.0
AT3G11650,1327.0
AT5G54790,1678.0
AT4G21790,3072.0
AT4G36990,1975.0
AT1G68910,2978.0
AT5G35331,5265.0
AT1G31885,1732.0
AT3G33008,414.0
AT1G28580,2216.0
AT5G55960,2568.0
AT1G07330,2932.5
AT2G11820,4118.0
AT5G51580,958.0
AT2G19350,1202.0
AT3G25620,3587.0
AT3G31900,2352.0
AT2G22880,345.0
AT3G09280,538.0
AT4G02380,1033.0
AT1G60300,969.0
AT1G49890,3788.0
AT1G66870,1359.5
AT5G28053,5802.0
AT1G32030,1002.0
AT3G61950,2083.5
AT5G47490,6908.0
AT1G02990,5931.5
AT5G36550,357.0
AT3G30710,2326.0
AT5G12140,1468.0
AT1G16090,1564.0
AT3G22170,4033.5
AT1G28710,2692.0
AT1G42736,484.0
AT1G32760,1389.0
AT2G10150,1589.0
AT3G12290,2057.0
AT5G44690,2956.0
AT2G07630,2100.0
AT1G41850,4106.0
AT2G15300,3118.0
AT1G01320,9507.0
AT2G14670,1712.0
AT4G33430,4475.0
AT1G55560,2440.0
AT1G70740,2420.0
AT5G41900,2965.0
AT4G00905,1953.0
AT3G18990,3599.5
AT1G18390,3640.0
AT1G29700,2497.0
AT2G34680,12590.5
AT3G19055,627.0
AT1G13210,5105.0
AT3G05260,1614.0
AT1G21460,1459.5
AT4G23890,1051.0
AT4G07690,1018.0
AT4G11420,5004.0
AT1G16040,2452.0
AT5G45850,1916.0
AT3G33066,4800.0
AT5G19595,192.0
AT1G35590,3903.0
AT1G45063,1505.5
AT5G49990,4282.5
AT3G06680,626.0
AT2G36590,2421.0
AT3G46260,1830.0
AT1G05291,1085.0
AT5G40390,4005.0
AT3G56710,1373.0
AT4G26520,2247.5
AT4G26920,2142.0
AT1G27650,1915.5
AT2G22820,351.0
AT1G31640,1485.0
AT5G41260,3914.0
AT1G12060,1005.0
AT1G21528,463.0
AT2G18938,789.0
AT1G11510,1156.0
AT1G10290,7062.0
AT1G51400,560.0
AT2G18330,3474.0
AT1G11020,1877.0
AT4G04930,2093.0
AT5G01880,1358.0
AT1G21400,3529.0
AT2G35250,2010.0
AT5G39860,1192.0
ATCG00130,1270.0
AT2G39380,2078.0
AT5G42380,1374.0
AT3G42650,2111.0
AT3G20500,2547.0
AT1G24267,3439.5
AT5G21430,1428.5
AT5G23700,3658.0
AT3G32415,3880.0
AT1G27930,2042.0
AT1G13940,4374.0
AT2G04039,1305.0
AT5G28260,831.0
AT5G43330,2361.0
AT3G33067,1730.0
AT2G38430,2570.0
AT1G51580,2579.0
AT5G34800,2037.0
AT4G11410,2489.0
AT4G28140,1427.0
AT1G17980,4218.0
AT3G46540,1757.0
AT1G06925,908.0
AT1G75290,1368.0
AT2G14020,486.0
AT1G29330,2607.0
AT3G33058,4349.0
AT4G04155,429.0
AT4G06196,1119.0
AT1G68850,1706.0
AT5G36275,1764.0
AT1G76200,1540.0
AT1G51910,4116.0
AT4G39600,1727.5
AT2G30070,3801.0
AT2G23790,2223.0
AT1G55890,1558.0
AT1G80010,2710.0
AT3G47250,2115.0
AT5G53240,1259.0
AT5G35310,423.0
AT4G00500,2358.0
AT5G41685,575.0
AT2G12040,876.0
AT4G17243,839.0
AT1G23420,2170.5
AT4G14365,2634.0
AT5G18730,2645.0
AT5G19875,1098.0
AT5G51640,2489.0
AT1G16230,1023.0
AT2G06885,2571.0
AT5G40520,3186.0
AT4G02790,2314.0
AT4G30760,1064.0
AT2G19070,1948.0
AT5G25030,909.0
AT4G39460,3164.0
AT5G05660,4987.0
AT5G63680,2699.0
AT2G02580,1867.0
AT3G30250,674.0
AT3G28450,2294.0
AT1G73830,1616.0
AT1G78760,1643.0
AT5G20880,1123.0
AT5G35356,867.0
AT5G33259,615.0
AT3G14280,1026.0
AT3G59860,1058.0
AT3G18235,932.0
AT2G26930,2584.0
AT4G32460,2115.5
AT4G10310,4069.0
AT2G34250,2768.0
AT2G38050,1186.0
AT1G67760,1103.0
AT4G23540,6074.0
AT3G07610,6845.0
AT4G15770,1050.0
AT1G15700,1250.0
AT1G36403,672.0
AT1G55430,2296.0
AT5G61700,4884.0
AT5G64030,4608.0
AT5G01180,2680.0
AT1G50745,1639.0
AT1G04120,6598.0
AT3G23300,3180.5
AT5G32595,1760.0
AT1G65710,1723.0
AT4G02510,6250.0
AT2G15800,1917.0
AT3G32093,655.0
AT5G60060,1283.0
AT5G39000,2853.0
AT5G15090,2460.5
AT5G31758,384.0
AT1G04590,2881.5
AT1G20350,965.0
AT1G23030,2682.0
AT4G13350,4004.5
AT5G01730,4481.0
AT1G70820,2841.5
AT3G12680,4065.0
AT1G07230,2838.0
AT1G42703,1989.0
AT1G76290,2011.0
AT3G02200,2718.5
AT4G31550,1779.0
AT3G02210,2681.0
AT4G03826,976.0
AT2G14030,3370.0
AT5G28865,4728.0
AT5G59240,1306.0
AT3G57070,1824.0
AT5G03850,1245.0
AT4G03290,1093.0
AT2G25580,2388.0
AT5G46430,1345.5
AT3G15150,2316.0
AT2G39855,1795.0
AT3G14930,2686.0
AT5G08030,1788.5
AT5G43200,689.0
ATCG00710,222.0
AT1G43240,2264.0
AT1G18560,2995.0
AT2G33290,3218.5
AT5G39970,2739.0
AT4G06515,753.0
AT1G67160,2280.0
AT3G43750,1107.0
AT4G02130,2726.0
AT2G40085,978.0
AT5G53220,2323.0
AT4G19185,2696.5
AT1G26700,4533.0
AT2G43400,3850.5
AT3G05545,3558.0
AT5G37476,884.0
AT2G07700,980.0
AT4G07662,1689.0
AT5G02740,2295.5
AT1G05310,2085.0
AT1G63550,1570.0
AT3G23490,2004.0
AT4G38400,1319.0
AT1G60350,963.0
AT1G34000,1057.0
AT3G55020,6119.0
AT5G50030,1118.0
AT3G57220,2800.0
AT2G06580,2991.0
AT1G13140,1825.5
AT4G18596,1935.0
AT5G32590,2734.0
AT4G30770,1318.0
AT3G14981,219.0
AT3G51050,4122.0
AT4G10420,1399.0
AT2G05160,3522.0
AT5G11630,1368.0
AT5G39040,4327.5
AT2G20825,1688.0
AT3G33181,3619.0
AT1G14520,2170.0
AT1G58100,1711.0
AT1G80970,1755.5
AT2G22930,1589.0
AT4G29460,1122.0
