Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000047798	Ensembl Gene Model	MGI:2442359	Cd300lf	CD300 molecule like family member F	protein coding gene
ENSMUSG00000103037	Ensembl Gene Model	MGI:1935169	Pcdhgb1	protocadherin gamma subfamily B, 1	protein coding gene
ENSMUSG00000035085	Ensembl Gene Model	MGI:1913580	1700020L24Rik	RIKEN cDNA 1700020L24 gene	protein coding gene
ENSMUSG00000113518	Ensembl Gene Model	MGI:6097750	Gm48304	predicted gene, 48304	pseudogene
ENSMUSG00000103460	Ensembl Gene Model	MGI:5010676	Gm18491	predicted gene, 18491	pseudogene
ENSMUSG00000039512	Ensembl Gene Model	MGI:3041238	Bltp3a	bridge-like lipid transfer protein family member 3A	protein coding gene
ENSMUSG00000100159	Ensembl Gene Model	MGI:5579514	Gm28808	predicted gene 28808	pseudogene
ENSMUSG00000038212	Ensembl Gene Model	MGI:1913881	Mfsd14b	major facilitator superfamily domain containing 14B	protein coding gene
ENSMUSG00000094144	Ensembl Gene Model	MGI:5434667	Gm21312	predicted gene, 21312	protein coding gene
ENSMUSG00000113286	Ensembl Gene Model	MGI:5010812	Gm18627	predicted gene, 18627	pseudogene
ENSMUSG00000021187	Ensembl Gene Model	MGI:1921663	Tc2n	tandem C2 domains, nuclear	protein coding gene
ENSMUSG00000116058	Ensembl Gene Model	MGI:3647571	Gm8843	predicted gene 8843	pseudogene
ENSMUSG00000114301	Ensembl Gene Model	MGI:6097743	Gm48300	predicted gene, 48300	pseudogene
ENSMUSG00000041346	Ensembl Gene Model	MGI:2384933	Wrap53	WD repeat containing, antisense to Trp53	protein coding gene
ENSMUSG00000109273	Ensembl Gene Model	MGI:5753677	Gm45101	predicted gene 45101	pseudogene
ENSMUSG00000030265	Ensembl Gene Model	MGI:96680	Kras	Kirsten rat sarcoma viral oncogene homolog	protein coding gene
ENSMUSG00000062028	Ensembl Gene Model	MGI:2685948	Irgc	immunity related GTPase cinema	protein coding gene
ENSMUSG00000068566	Ensembl Gene Model	MGI:1355332	Myadm	myeloid-associated differentiation marker	protein coding gene
ENSMUSG00000009108	Ensembl Gene Model	MGI:95779	Gnat2	G protein subunit alpha transducin 2	protein coding gene
ENSMUSG00000109872	Ensembl Gene Model	MGI:5791148	Gm45312	predicted gene 45312	pseudogene
ENSMUSG00000079342	Ensembl Gene Model	MGI:3647308	Lipo1	lipase, member O1	protein coding gene
ENSMUSG00000021966	Ensembl Gene Model	MGI:1920632	Prss52	serine protease 52	protein coding gene
ENSMUSG00000032757	Ensembl Gene Model	MGI:1343104	Bet1	Bet1 golgi vesicular membrane trafficking protein	protein coding gene
ENSMUSG00000016344	Ensembl Gene Model	MGI:1913746	Ppdpf	pancreatic progenitor cell differentiation and proliferation factor	protein coding gene
ENSMUSG00000038803	Ensembl Gene Model	MGI:1914945	Ost4	oligosaccharyltransferase complex subunit 4 (non-catalytic)	protein coding gene
ENSMUSG00000103058	Ensembl Gene Model	MGI:5434009	Gm21845	predicted gene, 21845	pseudogene
ENSMUSG00000074881	Ensembl Gene Model	MGI:105109	Mageb3	MAGE family member B3	protein coding gene
ENSMUSG00000029776	Ensembl Gene Model	MGI:1889802	Hibadh	3-hydroxyisobutyrate dehydrogenase	protein coding gene
ENSMUSG00000104934	Ensembl Gene Model	MGI:5009878	Igkv11-118	immunoglobulin kappa chain variable 11-118	pseudogenic gene segment
ENSMUSG00000100236	Ensembl Gene Model	MGI:3782013	Gm3841	predicted gene 3841	pseudogene
ENSMUSG00000034687	Ensembl Gene Model	MGI:2385368	Fras1	Fraser extracellular matrix complex subunit 1	protein coding gene
ENSMUSG00000111684	Ensembl Gene Model	MGI:3648878	Gm8543	predicted gene 8543	pseudogene
ENSMUSG00000096332	Ensembl Gene Model	MGI:5434596	Gm21241	predicted gene, 21241	pseudogene
ENSMUSG00000069668	Ensembl Gene Model	MGI:1931469	Sult3a1	sulfotransferase family 3A, member 1	protein coding gene
ENSMUSG00000028758	Ensembl Gene Model	MGI:1098229	Kif17	kinesin family member 17	protein coding gene
ENSMUSG00000050088	Ensembl Gene Model	MGI:1915162	1600012H06Rik	RIKEN cDNA 1600012H06 gene	protein coding gene
ENSMUSG00000030209	Ensembl Gene Model	MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	protein coding gene
ENSMUSG00000099507	Ensembl Gene Model	MGI:5011155	Gm18970	predicted gene, 18970	pseudogene
ENSMUSG00000080725	Ensembl Gene Model	MGI:3779555	Gm6121	predicted gene 6121	protein coding gene
ENSMUSG00000089775	Ensembl Gene Model	MGI:3841260	Gm16270	predicted gene 16270	pseudogene
ENSMUSG00000034634	Ensembl Gene Model	MGI:96881	Ly6d	lymphocyte antigen 6 family member D	protein coding gene
ENSMUSG00000098028	Ensembl Gene Model	MGI:3647096	Gm8824	predicted gene 8824	pseudogene
ENSMUSG00000017485	Ensembl Gene Model	MGI:98791	Top2b	topoisomerase (DNA) II beta	protein coding gene
ENSMUSG00000067229	Ensembl Gene Model	MGI:1917138	Cyp2c66	cytochrome P450, family 2, subfamily c, polypeptide 66	protein coding gene
ENSMUSG00000020843	Ensembl Gene Model	MGI:1929742	Timm22	translocase of inner mitochondrial membrane 22	protein coding gene
ENSMUSG00000061755	Ensembl Gene Model	MGI:2444804	Bod1l	biorientation of chromosomes in cell division 1-like	protein coding gene
ENSMUSG00000113806	Ensembl Gene Model	MGI:6096793	Gm47688	predicted gene, 47688	pseudogene
ENSMUSG00000041840	Ensembl Gene Model	MGI:2385076	Haus1	HAUS augmin-like complex, subunit 1	protein coding gene
ENSMUSG00000094737	Ensembl Gene Model	MGI:4937872	Gm17045	predicted gene 17045	pseudogene
ENSMUSG00000081208	Ensembl Gene Model	MGI:3705645	Gm11400	predicted gene 11400	pseudogene
ENSMUSG00000094380	Ensembl Gene Model	MGI:3030738	Or8b1b	olfactory receptor family 8 subfamily B member 1B	protein coding gene
ENSMUSG00000057322	Ensembl Gene Model	MGI:1914921	Rpl38	ribosomal protein L38	protein coding gene
ENSMUSG00000033227	Ensembl Gene Model	MGI:98960	Wnt6	wingless-type MMTV integration site family, member 6	protein coding gene
ENSMUSG00000104063	Ensembl Gene Model	MGI:1935199	Pcdhgb7	protocadherin gamma subfamily B, 7	protein coding gene
ENSMUSG00000105669	Ensembl Gene Model	MGI:5010526	Gm18341	predicted gene, 18341	pseudogene
ENSMUSG00000051041	Ensembl Gene Model	MGI:2679264	Olfml1	olfactomedin-like 1	protein coding gene
ENSMUSG00000114847	Ensembl Gene Model	MGI:6097125	Gm47892	predicted gene, 47892	pseudogene
ENSMUSG00000099615	Ensembl Gene Model	MGI:5579068	Gm28362	predicted gene 28362	pseudogene
ENSMUSG00000022089	Ensembl Gene Model	MGI:1929883	Bin3	bridging integrator 3	protein coding gene
ENSMUSG00000096483	Ensembl Gene Model	MGI:3649882	Gm12615	predicted gene 12615	pseudogene
ENSMUSG00000066224	Ensembl Gene Model	MGI:3650624	Arid3c	AT-rich interaction domain 3C	protein coding gene
ENSMUSG00000073386	Ensembl Gene Model	MGI:3608415	9830107B12Rik	RIKEN cDNA 9830107B12 gene	protein coding gene
ENSMUSG00000017195	Ensembl Gene Model	MGI:1916626	Zpbp2	zona pellucida binding protein 2	protein coding gene
ENSMUSG00000028121	Ensembl Gene Model	MGI:1352501	Bcar3	breast cancer anti-estrogen resistance 3	protein coding gene
ENSMUSG00000113201	Ensembl Gene Model	MGI:5439387	Eif1ad13	eukaryotic translation initiation factor 1A domain containing 13	protein coding gene
ENSMUSG00000084394	Ensembl Gene Model	MGI:3646092	Gm8111	predicted gene 8111	pseudogene
ENSMUSG00000045284	Ensembl Gene Model	MGI:2444462	Dcaf12l1	DDB1 and CUL4 associated factor 12-like 1	protein coding gene
ENSMUSG00000113487	Ensembl Gene Model	MGI:6096363	Gm47422	predicted gene, 47422	pseudogene
ENSMUSG00000115631	Ensembl Gene Model	MGI:5011556	Gm19371	predicted gene, 19371	pseudogene
ENSMUSG00000096520	Ensembl Gene Model	MGI:3781554	Rbmyf9	RNA binding motif protein Y-linked family member 9	protein coding gene
ENSMUSG00000079697	Ensembl Gene Model	MGI:3642927	Ssxb16	SSX member B16	protein coding gene
ENSMUSG00000117944	Ensembl Gene Model	MGI:6303347	Gm50422	predicted gene, 50422	pseudogene
ENSMUSG00000094926	Ensembl Gene Model	MGI:4410373	Gm16533	predited gene 16533	pseudogene
ENSMUSG00000113567	Ensembl Gene Model	MGI:5591459	Gm32300	predicted gene, 32300	pseudogene
ENSMUSG00000105295	Ensembl Gene Model	MGI:5662971	Gm42834	predicted gene 42834	pseudogene
ENSMUSG00000102641	Ensembl Gene Model	MGI:5009902	Ighv1-3	immunoglobulin heavy variable V1-3	pseudogenic gene segment
ENSMUSG00000073111	Ensembl Gene Model	MGI:3030280	Or2a12	olfactory receptor family 2 subfamily A member 12	protein coding gene
ENSMUSG00000086004	Ensembl Gene Model	MGI:3643359	Gm7805	predicted gene 7805	pseudogene
ENSMUSG00000083596	Ensembl Gene Model	MGI:3705426	Rpl21-ps15	ribosomal protein L21, pseudogene 15	pseudogene
ENSMUSG00000078507	Ensembl Gene Model	MGI:2685281	Aadacl3	arylacetamide deacetylase like 3	protein coding gene
ENSMUSG00000103092	Ensembl Gene Model	MGI:1298371	Pcdha5	protocadherin alpha 5	protein coding gene
ENSMUSG00000076472	Ensembl Gene Model	MGI:98586	Trbv15	T cell receptor beta, variable 15	gene segment
ENSMUSG00000112408	Ensembl Gene Model	MGI:3646142	Gm8701	predicted gene 8701	pseudogene
ENSMUSG00000104001	Ensembl Gene Model	MGI:5611562	Gm38334	predicted gene, 38334	pseudogene
ENSMUSG00000081470	Ensembl Gene Model	MGI:3652215	Fndc10l	ibronectin type III domain containing 10 like	pseudogene
ENSMUSG00000100383	Ensembl Gene Model	MGI:5579394	Gm28688	predicted gene 28688	pseudogene
ENSMUSG00000044080	Ensembl Gene Model	MGI:1338917	S100a1	S100 calcium binding protein A1	protein coding gene
ENSMUSG00000095916	Ensembl Gene Model	MGI:2182258	Vmn1r191	vomeronasal 1 receptor 191	protein coding gene
ENSMUSG00000031161	Ensembl Gene Model	MGI:1333752	Hdac6	histone deacetylase 6	protein coding gene
ENSMUSG00000111338	Ensembl Gene Model	MGI:1352685	Or13c7e-ps1	olfactory receptor family 13 subfamily C member 7E, pseudogene 1	polymorphic pseudogene
ENSMUSG00000105406	Ensembl Gene Model	MGI:5663384	Gm43247	predicted gene 43247	pseudogene
ENSMUSG00000081352	Ensembl Gene Model	MGI:3650084	Gm12389	predicted gene 12389	pseudogene
ENSMUSG00000082776	Ensembl Gene Model	MGI:3648315	Gm7061	predicted gene 7061	pseudogene
ENSMUSG00000000884	Ensembl Gene Model	MGI:1338057	Gnb1l	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	protein coding gene
ENSMUSG00000045903	Ensembl Gene Model	MGI:2664186	Npas4	neuronal PAS domain protein 4	protein coding gene
ENSMUSG00000022651	Ensembl Gene Model	MGI:2667763	Retnlg	resistin like gamma	protein coding gene
ENSMUSG00000082398	Ensembl Gene Model	MGI:3651638	Gm11927	predicted gene 11927	pseudogene
ENSMUSG00000025234	Ensembl Gene Model	MGI:1344363	Arih1	ariadne RBR E3 ubiquitin protein ligase 1	protein coding gene
ENSMUSG00000112978	Ensembl Gene Model	MGI:5010786	Gm18601	predicted gene, 18601	pseudogene
ENSMUSG00000006442	Ensembl Gene Model	MGI:102690	Srm	spermidine synthase	protein coding gene
ENSMUSG00000039967	Ensembl Gene Model	MGI:1353423	Zfp292	zinc finger protein 292	protein coding gene
ENSMUSG00000075143	Ensembl Gene Model	MGI:3030991	Or5l14	olfactory receptor family 5 subfamily L member 14	protein coding gene
ENSMUSG00000081703	Ensembl Gene Model	MGI:3647132	Gm6285	predicted gene 6285	pseudogene
ENSMUSG00000108314	Ensembl Gene Model	MGI:3029152	Prkcz2	protein kinase C, zeta 2	pseudogene
ENSMUSG00000005339	Ensembl Gene Model	MGI:95494	Fcer1a	Fc receptor, IgE, high affinity I, alpha polypeptide	protein coding gene
ENSMUSG00000112293	Ensembl Gene Model	MGI:6098041	Gm48509	predicted gene, 48509	pseudogene
ENSMUSG00000066697	old symbol	MGI:3708755	Gm10172	predicted gene 10172	pseudogene
ENSMUSG00000066697	Ensembl Gene Model	MGI:3708755	Gm10172	predicted gene 10172	pseudogene
ENSMUSG00000112958	Ensembl Gene Model	MGI:6096397	Gm47443	predicted gene, 47443	pseudogene
ENSMUSG00000043881	Ensembl Gene Model	MGI:2685141	Kbtbd7	kelch repeat and BTB (POZ) domain containing 7	protein coding gene
ENSMUSG00000001168	Ensembl Gene Model	MGI:2180853	Oas1h	2'-5' oligoadenylate synthetase 1H	protein coding gene
ENSMUSG00000101837	Ensembl Gene Model	MGI:5434166	Gm20810	predicted gene, 20810	pseudogene
ENSMUSG00000091305	Ensembl Gene Model	MGI:4937927	Gm17100	predicted gene 17100	pseudogene
ENSMUSG00000026226	Ensembl Gene Model	MGI:1917310	Spata3	spermatogenesis associated 3	protein coding gene
ENSMUSG00000030287	Ensembl Gene Model	MGI:99418	Itpr2	inositol 1,4,5-triphosphate receptor 2	protein coding gene
ENSMUSG00000030825	Ensembl Gene Model	MGI:1913315	Hsd17b14	hydroxysteroid (17-beta) dehydrogenase 14	protein coding gene
ENSMUSG00000118662	Ensembl Gene Model	MGI:1915228	Tctn2	tectonic family member 2	protein coding gene
ENSMUSG00000027133	Ensembl Gene Model	MGI:1913431	Nop10	NOP10 ribonucleoprotein	protein coding gene
ENSMUSG00000101049	Ensembl Gene Model	MGI:3644161	Gm8856	predicted gene 8856	pseudogene
ENSMUSG00000092147	Ensembl Gene Model	MGI:3804969	Gm7052	predicted gene 7052	pseudogene
ENSMUSG00000073792	Ensembl Gene Model	MGI:2444031	Alg6	ALG6 alpha-1,3-glucosyltransferase	protein coding gene
ENSMUSG00000028541	Ensembl Gene Model	MGI:1858493	B4galt2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2	protein coding gene
ENSMUSG00000114515	Ensembl Gene Model	MGI:87994	Aldoa	aldolase A, fructose-bisphosphate	protein coding gene
ENSMUSG00000027242	Ensembl Gene Model	MGI:1926186	Wdr76	WD repeat domain 76	protein coding gene
ENSMUSG00000044697	old symbol	MGI:3643380	Gm5479	predicted gene 5479	pseudogene
ENSMUSG00000044697	Ensembl Gene Model	MGI:3643380	Gm5479	predicted gene 5479	pseudogene
ENSMUSG00000036315	Ensembl Gene Model	MGI:1913386	Polr1h	RNA polymerase I subunit H	protein coding gene
ENSMUSG00000111168	Ensembl Gene Model	MGI:6097983	Gm48468	predicted gene, 48468	pseudogene
ENSMUSG00000082163	Ensembl Gene Model	MGI:3701955	Gm14276	predicted gene 14276	pseudogene
ENSMUSG00000052833	Ensembl Gene Model	MGI:1929264	Sae1	SUMO1 activating enzyme subunit 1	protein coding gene
ENSMUSG00000082265	Ensembl Gene Model	MGI:3782996	Gm15547	predicted gene 15547	pseudogene
ENSMUSG00000030617	Ensembl Gene Model	MGI:1918255	Ccdc83	coiled-coil domain containing 83	protein coding gene
ENSMUSG00000037531	Ensembl Gene Model	MGI:1921850	Mrpl47	mitochondrial ribosomal protein L47	protein coding gene
ENSMUSG00000022285	Ensembl Gene Model	MGI:109484	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	protein coding gene
ENSMUSG00000035798	Ensembl Gene Model	MGI:2445110	Zdhhc17	zinc finger, DHHC domain containing 17	protein coding gene
ENSMUSG00000094399	Ensembl Gene Model	MGI:5434832	Gm21477	predicted gene, 21477	protein coding gene
ENSMUSG00000060469	Ensembl Gene Model	MGI:1925168	Krtap19-3	keratin associated protein 19-3	protein coding gene
ENSMUSG00000082757	Ensembl Gene Model	MGI:3647357	Gm6923	predicted pseudogene 6923	pseudogene
ENSMUSG00000103193	Ensembl Gene Model	MGI:5011251	Gm19066	predicted gene, 19066	pseudogene
ENSMUSG00000021838	Ensembl Gene Model	MGI:1921730	Samd4	sterile alpha motif domain containing 4	protein coding gene
ENSMUSG00000084817	Ensembl Gene Model	MGI:3643066	Gm5526	predicted pseudogene 5526	pseudogene
ENSMUSG00000115746	Ensembl Gene Model	MGI:6118674	Gm49218	predicted gene, 49218	pseudogene
ENSMUSG00000096376	Ensembl Gene Model	MGI:3705800	Gm14590	predicted gene 14590	pseudogene
ENSMUSG00000052631	Ensembl Gene Model	MGI:1918380	Sh2d6	SH2 domain containing 6	protein coding gene
ENSMUSG00000071113	Ensembl Gene Model	MGI:2685017	Mboat4	membrane bound O-acyltransferase domain containing 4	protein coding gene
ENSMUSG00000111092	Ensembl Gene Model	MGI:5010060	Gm17875	predicted gene, 17875	pseudogene
ENSMUSG00000118609	Ensembl Gene Model	MGI:6388843	Gm52963	predicted gene, 52963	pseudogene
ENSMUSG00000107711	Ensembl Gene Model	MGI:3030155	Or2ak7	olfactory receptor family 2 subfamily AK member 7	protein coding gene
ENSMUSG00000089802	Ensembl Gene Model	MGI:3801820	Gm16107	predicted gene 16107	pseudogene
ENSMUSG00000031478	Ensembl Gene Model	MGI:1344371	Nek3	NIMA (never in mitosis gene a)-related expressed kinase 3	protein coding gene
ENSMUSG00000017817	Ensembl Gene Model	MGI:1891496	Jph2	junctophilin 2	protein coding gene
ENSMUSG00000030685	Ensembl Gene Model	MGI:1923739	Kctd13	potassium channel tetramerisation domain containing 13	protein coding gene
ENSMUSG00000030030	Ensembl Gene Model	MGI:1919087	1700003E16Rik	RIKEN cDNA 1700003E16 gene	protein coding gene
ENSMUSG00000116244	Ensembl Gene Model	MGI:6155119	Gm49461	predicted gene, 49461	pseudogene
ENSMUSG00000027581	Ensembl Gene Model	MGI:1277137	Stmn3	stathmin-like 3	protein coding gene
ENSMUSG00000037028	Ensembl Gene Model	MGI:3652120	Pramel18	PRAME like 18	protein coding gene
ENSMUSG00000026765	Ensembl Gene Model	MGI:1919147	Lypd6b	LY6/PLAUR domain containing 6B	protein coding gene
ENSMUSG00000081972	Ensembl Gene Model	MGI:3648067	Armcx7-ps	armadillo repeat containing, X-linked 7, pseudogene	pseudogene
ENSMUSG00000023828	Ensembl Gene Model	MGI:1333817	Slc22a3	solute carrier family 22 (organic cation transporter), member 3	protein coding gene
ENSMUSG00000002944	Ensembl Gene Model	MGI:107899	Cd36	CD36 molecule	protein coding gene
ENSMUSG00000099692	Ensembl Gene Model	MGI:3647717	Gm5696	predicted gene 5696	pseudogene
ENSMUSG00000106956	Ensembl Gene Model	MGI:5011802	Gm19617	predicted gene, 19617	pseudogene
ENSMUSG00000050530	Ensembl Gene Model	MGI:2442917	Fam171a1	family with sequence similarity 171, member A1	protein coding gene
ENSMUSG00000013833	Ensembl Gene Model	MGI:2158394	Med16	mediator complex subunit 16	protein coding gene
ENSMUSG00000027327	Ensembl Gene Model	MGI:1914576	Adissp	adipose secreted signaling protein	protein coding gene
ENSMUSG00000113777	Ensembl Gene Model	MGI:6097384	Gm48060	predicted gene, 48060	pseudogene
ENSMUSG00000050628	Ensembl Gene Model	MGI:1914635	Ubald2	UBA-like domain containing 2	protein coding gene
ENSMUSG00000095287	Ensembl Gene Model	MGI:3647675	Vmn1r-ps78	vomeronasal 1 receptor, pseudogene 78	pseudogene
ENSMUSG00000041119	Ensembl Gene Model	MGI:1277179	Pde9a	phosphodiesterase 9A	protein coding gene
ENSMUSG00000094235	Ensembl Gene Model	MGI:3650405	Mup-ps24	major urinary protein, pseudogene 24	pseudogene
ENSMUSG00000102075	Ensembl Gene Model	MGI:3648849	Gm5368	predicted gene 5368	pseudogene
ENSMUSG00000116464	Ensembl Gene Model	MGI:6155220	Gm49523	predicted gene, 49523	pseudogene
ENSMUSG00000105522	Ensembl Gene Model	MGI:3705756	Gm15235	predicted gene 15235	pseudogene
ENSMUSG00000055095	Ensembl Gene Model	MGI:3648654	Spink6	serine peptidase inhibitor, Kazal type 6	protein coding gene
ENSMUSG00000103371	Ensembl Gene Model	MGI:5594293	Gm35134	predicted gene, 35134	protein coding gene
ENSMUSG00000075186	Ensembl Gene Model	MGI:3030892	Or8k24	olfactory receptor family 8 subfamily K member 24	protein coding gene
ENSMUSG00000115069	Ensembl Gene Model	MGI:3643745	Gm7382	predicted gene 7382	pseudogene
ENSMUSG00000061601	Ensembl Gene Model	MGI:1349390	Pclo	piccolo (presynaptic cytomatrix protein)	protein coding gene
ENSMUSG00000028096	Ensembl Gene Model	MGI:1914799	Gpr89	G protein-coupled receptor 89	protein coding gene
ENSMUSG00000040363	Ensembl Gene Model	MGI:1918708	Bcor	BCL6 interacting corepressor	protein coding gene
ENSMUSG00000058725	Ensembl Gene Model	MGI:3651231	Gm11937	predicted gene 11937	protein coding gene
ENSMUSG00000078765	Ensembl Gene Model	MGI:2678374	U2af1l4	U2 small nuclear RNA auxiliary factor 1-like 4	protein coding gene
ENSMUSG00000028443	Ensembl Gene Model	MGI:1913651	Nudt2	nudix hydrolase 2	protein coding gene
ENSMUSG00000033953	Ensembl Gene Model	MGI:107172	Ppp3r1	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)	protein coding gene
ENSMUSG00000075377	Ensembl Gene Model	MGI:3030196	Or1b1	olfactory receptor family 1 subfamily B member 1	protein coding gene
ENSMUSG00000073643	Ensembl Gene Model	MGI:1916618	Wdfy1	WD repeat and FYVE domain containing 1	protein coding gene
ENSMUSG00000099850	Ensembl Gene Model	MGI:5579612	Gm28906	predicted gene 28906	pseudogene
ENSMUSG00000047181	Ensembl Gene Model	MGI:2384945	Samd14	sterile alpha motif domain containing 14	protein coding gene
ENSMUSG00000051225	Ensembl Gene Model	MGI:2447773	Fam83a	family with sequence similarity 83, member A	protein coding gene
ENSMUSG00000093625	Ensembl Gene Model	MGI:5011138	Gm18953	predicted gene, 18953	pseudogene
ENSMUSG00000086409	Ensembl Gene Model	MGI:3652332	Gm13898	predicted gene 13898	pseudogene
ENSMUSG00000082249	Ensembl Gene Model	MGI:3650026	Gm12997	predicted gene 12997	pseudogene
ENSMUSG00000071112	Ensembl Gene Model	MGI:2442262	Spx	spexin hormone	protein coding gene
ENSMUSG00000102358	Ensembl Gene Model	MGI:5434767	Gm21412	predicted gene, 21412	pseudogene
ENSMUSG00000116749	Ensembl Gene Model	MGI:6215028	Gm49612	predicted gene, 49612	pseudogene
ENSMUSG00000036160	Ensembl Gene Model	MGI:98447	Surf6	surfeit gene 6	protein coding gene
ENSMUSG00000032560	Ensembl Gene Model	MGI:2676368	Dnajc13	DnaJ heat shock protein family (Hsp40) member C13	protein coding gene
ENSMUSG00000058904	Ensembl Gene Model	MGI:3031247	Or9s23	olfactory receptor family 9 subfamily S member 23	protein coding gene
ENSMUSG00000071000	Ensembl Gene Model	MGI:1352681	Or13c7	olfactory receptor family 13 subfamily C member 7	protein coding gene
ENSMUSG00000031924	Ensembl Gene Model	MGI:1913677	Cyb5b	cytochrome b5 type B	protein coding gene
ENSMUSG00000112672	Ensembl Gene Model	MGI:6097474	Gm48118	predicted gene, 48118	pseudogene
ENSMUSG00000020521	Ensembl Gene Model	MGI:1924142	Rnft1	ring finger protein, transmembrane 1	protein coding gene
ENSMUSG00000035699	Ensembl Gene Model	MGI:2146634	Slc51a	solute carrier family 51, alpha subunit	protein coding gene
ENSMUSG00000036781	Ensembl Gene Model	MGI:1915191	Rps27l	ribosomal protein S27-like	protein coding gene
ENSMUSG00000027236	Ensembl Gene Model	MGI:1925905	Eif3j1	eukaryotic translation initiation factor 3, subunit J1	protein coding gene
ENSMUSG00000110622	Ensembl Gene Model	MGI:3708784	Iqcn	IQ motif containing N	protein coding gene
ENSMUSG00000114324	Ensembl Gene Model	MGI:5010320	Gm18135	predicted gene, 18135	pseudogene
ENSMUSG00000030079	Ensembl Gene Model	MGI:1928760	Ruvbl1	RuvB-like AAA ATPase 1	protein coding gene
ENSMUSG00000017049	Ensembl Gene Model	MGI:1915179	Ccdc70	coiled-coil domain containing 70	protein coding gene
ENSMUSG00000096541	Ensembl Gene Model	MGI:3782511	Trav9n-3	T cell receptor alpha  variable 9N-3	gene segment
ENSMUSG00000108562	Ensembl Gene Model	MGI:5753095	Gm44519	predicted gene 44519	pseudogene
ENSMUSG00000098935	Ensembl Gene Model	MGI:5521068	Gm27225	predicted gene 27225	pseudogene
ENSMUSG00000030162	Ensembl Gene Model	MGI:1261434	Olr1	oxidized low density lipoprotein (lectin-like) receptor 1	protein coding gene
ENSMUSG00000032443	Ensembl Gene Model	MGI:1921888	Zcwpw2	zinc finger, CW type with PWWP domain 2	protein coding gene
ENSMUSG00000039114	Ensembl Gene Model	MGI:1915654	Nrn1	neuritin 1	protein coding gene
ENSMUSG00000073949	Ensembl Gene Model	MGI:3030440	Or51l14	olfactory receptor family 51 subfamily L member 14	protein coding gene
ENSMUSG00000098644	Ensembl Gene Model	MGI:5521026	Bsph2-ps	binder of sperm protein homolog 2, pseudogene	pseudogene
ENSMUSG00000024601	Ensembl Gene Model	MGI:1913557	Isoc1	isochorismatase domain containing 1	protein coding gene
ENSMUSG00000042472	Ensembl Gene Model	MGI:1289280	Zfp410	zinc finger protein 410	protein coding gene
ENSMUSG00000116679	Ensembl Gene Model	MGI:6215227	Gm49739	predicted gene, 49739	pseudogene
ENSMUSG00000039153	Ensembl Gene Model	MGI:99829	Runx2	runt related transcription factor 2	protein coding gene
ENSMUSG00000034024	Ensembl Gene Model	MGI:107186	Cct2	chaperonin containing TCP1 subunit 2	protein coding gene
ENSMUSG00000079093	Ensembl Gene Model	MGI:1914660	4930449I24Rik	RIKEN cDNA 4930449I24 gene	protein coding gene
ENSMUSG00000058188	Ensembl Gene Model	MGI:3030580	Or11h7	olfactory receptor family 11 subfamily H member 7	protein coding gene
ENSMUSG00000055200	Ensembl Gene Model	MGI:2180697	Sertad3	SERTA domain containing 3	protein coding gene
ENSMUSG00000024241	Ensembl Gene Model	MGI:98354	Sos1	SOS Ras/Rac guanine nucleotide exchange factor 1	protein coding gene
ENSMUSG00000047642	Ensembl Gene Model	MGI:2442001	D930020B18Rik	RIKEN cDNA D930020B18 gene	protein coding gene
ENSMUSG00000060675	Ensembl Gene Model	MGI:2179715	Plaat3	phospholipase A and acyltransferase 3	protein coding gene
ENSMUSG00000019987	Ensembl Gene Model	MGI:88070	Arg1	arginase, liver	protein coding gene
ENSMUSG00000053977	Ensembl Gene Model	MGI:88346	Cd8a	CD8 subunit alpha	protein coding gene
ENSMUSG00000121527		No associated gene			
ENSMUSG00000020440	Ensembl Gene Model	MGI:99434	Arf5	ADP-ribosylation factor 5	protein coding gene
ENSMUSG00000074065	old symbol	MGI:3708793	Gm10617	predicted gene 10617	pseudogene
ENSMUSG00000074065	Ensembl Gene Model	MGI:3708793	Gm10617	predicted gene 10617	pseudogene
ENSMUSG00000047368	Ensembl Gene Model	MGI:1917816	Abhd17b	abhydrolase domain containing 17B	protein coding gene
ENSMUSG00000029670	Ensembl Gene Model	MGI:1919027	Ing3	inhibitor of growth family, member 3	protein coding gene
ENSMUSG00000053950	Ensembl Gene Model	MGI:2448562	Adnp2	ADNP homeobox 2	protein coding gene
ENSMUSG00000105705	Ensembl Gene Model	MGI:3781538	Gm3360	predicted gene 3360	pseudogene
ENSMUSG00000095532	Ensembl Gene Model	MGI:3802118	Mup-ps13	major urinary protein, pseudogene 13	pseudogene
ENSMUSG00000080738	Ensembl Gene Model	MGI:3651342	Mup-ps22	major urinary protein, pseudogene 22	pseudogene
ENSMUSG00000060314	Ensembl Gene Model	MGI:3039601	Zfp941	zinc finger protein 941	protein coding gene
ENSMUSG00000083551	Ensembl Gene Model	MGI:3705695	Gm14516	predicted gene 14516	pseudogene
